id,path,gun_name,caliber,gun_type,device
39,./BoltAction22_iPhone/IP_084A_S04.wav,BoltAction22,.22,Rifle,iPhone
40,./BoltAction22_iPhone/IP_084A_S05.wav,BoltAction22,.22,Rifle,iPhone
41,./BoltAction22_iPhone/IP_084A_S06.wav,BoltAction22,.22,Rifle,iPhone
42,./BoltAction22_iPhone/IP_084B_S01.wav,BoltAction22,.22,Rifle,iPhone
43,./BoltAction22_iPhone/IP_084B_S02.wav,BoltAction22,.22,Rifle,iPhone
44,./BoltAction22_iPhone/IP_084B_S03.wav,BoltAction22,.22,Rifle,iPhone
45,./BoltAction22_iPhone/IP_084B_S05.wav,BoltAction22,.22,Rifle,iPhone
46,./BoltAction22_iPhone/IP_104A_S01.wav,BoltAction22,.22,Rifle,iPhone
47,./BoltAction22_iPhone/IP_104A_S02.wav,BoltAction22,.22,Rifle,iPhone
48,./BoltAction22_iPhone/IP_104A_S03.wav,BoltAction22,.22,Rifle,iPhone
49,./BoltAction22_iPhone/IP_104A_S04.wav,BoltAction22,.22,Rifle,iPhone
50,./BoltAction22_iPhone/IP_104A_S05.wav,BoltAction22,.22,Rifle,iPhone
51,./BoltAction22_iPhone/IP_104A_S06.wav,BoltAction22,.22,Rifle,iPhone
52,./BoltAction22_iPhone/IP_104B_S01.wav,BoltAction22,.22,Rifle,iPhone
53,./BoltAction22_iPhone/IP_104B_S02.wav,BoltAction22,.22,Rifle,iPhone
54,./BoltAction22_iPhone/IP_104B_S03.wav,BoltAction22,.22,Rifle,iPhone
55,./BoltAction22_iPhone/IP_104B_S04.wav,BoltAction22,.22,Rifle,iPhone
56,./BoltAction22_iPhone/IP_104B_S05.wav,BoltAction22,.22,Rifle,iPhone
57,./BoltAction22_iPhone/IP_104B_S06.wav,BoltAction22,.22,Rifle,iPhone
58,./BoltAction22_iPhone/IP_124A_S01.wav,BoltAction22,.22,Rifle,iPhone
59,./BoltAction22_iPhone/IP_124A_S02.wav,BoltAction22,.22,Rifle,iPhone
60,./BoltAction22_iPhone/IP_124A_S03.wav,BoltAction22,.22,Rifle,iPhone
61,./BoltAction22_iPhone/IP_124A_S04.wav,BoltAction22,.22,Rifle,iPhone
62,./BoltAction22_iPhone/IP_124A_S05.wav,BoltAction22,.22,Rifle,iPhone
63,./BoltAction22_iPhone/IP_124A_S06.wav,BoltAction22,.22,Rifle,iPhone
64,./BoltAction22_iPhone/IP_124B_S01.wav,BoltAction22,.22,Rifle,iPhone
65,./BoltAction22_iPhone/IP_124B_S02.wav,BoltAction22,.22,Rifle,iPhone
66,./BoltAction22_iPhone/IP_124B_S03.wav,BoltAction22,.22,Rifle,iPhone
67,./BoltAction22_iPhone/IP_124B_S04.wav,BoltAction22,.22,Rifle,iPhone
68,./BoltAction22_iPhone/IP_124B_S05.wav,BoltAction22,.22,Rifle,iPhone
69,./BoltAction22_iPhone/IP_124B_S06.wav,BoltAction22,.22,Rifle,iPhone
70,./BoltAction22_iPhone/IP_144A_S01.wav,BoltAction22,.22,Rifle,iPhone
71,./BoltAction22_iPhone/IP_144A_S02.wav,BoltAction22,.22,Rifle,iPhone
72,./BoltAction22_iPhone/IP_144A_S03.wav,BoltAction22,.22,Rifle,iPhone
73,./BoltAction22_iPhone/IP_144A_S04.wav,BoltAction22,.22,Rifle,iPhone
74,./BoltAction22_iPhone/IP_144A_S05.wav,BoltAction22,.22,Rifle,iPhone
75,./BoltAction22_iPhone/IP_144A_S06.wav,BoltAction22,.22,Rifle,iPhone
76,./BoltAction22_iPhone/IP_144B_S01.wav,BoltAction22,.22,Rifle,iPhone
77,./BoltAction22_iPhone/IP_144B_S02.wav,BoltAction22,.22,Rifle,iPhone
78,./BoltAction22_iPhone/IP_144B_S03.wav,BoltAction22,.22,Rifle,iPhone
79,./BoltAction22_iPhone/IP_144B_S04.wav,BoltAction22,.22,Rifle,iPhone
80,./BoltAction22_iPhone/IP_144B_S05.wav,BoltAction22,.22,Rifle,iPhone
81,./BoltAction22_iPhone/IP_144B_S06.wav,BoltAction22,.22,Rifle,iPhone
82,./BoltAction22_iPhone/IP_164A_S01.wav,BoltAction22,.22,Rifle,iPhone
83,./BoltAction22_iPhone/IP_164A_S02.wav,BoltAction22,.22,Rifle,iPhone
84,./BoltAction22_iPhone/IP_164A_S03.wav,BoltAction22,.22,Rifle,iPhone
85,./BoltAction22_iPhone/IP_164A_S04.wav,BoltAction22,.22,Rifle,iPhone
86,./BoltAction22_iPhone/IP_164A_S05.wav,BoltAction22,.22,Rifle,iPhone
87,./BoltAction22_iPhone/IP_164A_S06.wav,BoltAction22,.22,Rifle,iPhone
88,./BoltAction22_iPhone/IP_184B_S01.wav,BoltAction22,.22,Rifle,iPhone
89,./BoltAction22_iPhone/IP_184B_S02.wav,BoltAction22,.22,Rifle,iPhone
90,./BoltAction22_iPhone/IP_184B_S03.wav,BoltAction22,.22,Rifle,iPhone
91,./BoltAction22_iPhone/IP_184B_S04.wav,BoltAction22,.22,Rifle,iPhone
92,./BoltAction22_iPhone/IP_184B_S05.wav,BoltAction22,.22,Rifle,iPhone
93,./BoltAction22_iPhone/IP_184B_S06.wav,BoltAction22,.22,Rifle,iPhone
94,./BoltAction22_iPhone/IP_184C_S01.wav,BoltAction22,.22,Rifle,iPhone
95,./BoltAction22_iPhone/IP_184C_S02.wav,BoltAction22,.22,Rifle,iPhone
96,./BoltAction22_iPhone/IP_184C_S03.wav,BoltAction22,.22,Rifle,iPhone
97,./BoltAction22_iPhone/IP_184C_S04.wav,BoltAction22,.22,Rifle,iPhone
98,./BoltAction22_iPhone/IP_184C_S05.wav,BoltAction22,.22,Rifle,iPhone
99,./BoltAction22_iPhone/IP_184C_S06.wav,BoltAction22,.22,Rifle,iPhone
100,./BoltAction22_iPhone/IP_184D_S01.wav,BoltAction22,.22,Rifle,iPhone
101,./BoltAction22_iPhone/IP_184D_S02.wav,BoltAction22,.22,Rifle,iPhone
102,./BoltAction22_iPhone/IP_184D_S03.wav,BoltAction22,.22,Rifle,iPhone
103,./BoltAction22_iPhone/IP_184D_S04.wav,BoltAction22,.22,Rifle,iPhone
104,./BoltAction22_iPhone/IP_184D_S05.wav,BoltAction22,.22,Rifle,iPhone
105,./BoltAction22_iPhone/IP_184D_S06.wav,BoltAction22,.22,Rifle,iPhone
106,./BoltAction22_iPhone/IP_204A_S01.wav,BoltAction22,.22,Rifle,iPhone
107,./BoltAction22_iPhone/IP_204A_S02.wav,BoltAction22,.22,Rifle,iPhone
108,./BoltAction22_iPhone/IP_204A_S03.wav,BoltAction22,.22,Rifle,iPhone
109,./BoltAction22_iPhone/IP_204A_S04.wav,BoltAction22,.22,Rifle,iPhone
110,./BoltAction22_iPhone/IP_204A_S05.wav,BoltAction22,.22,Rifle,iPhone
111,./BoltAction22_iPhone/IP_204A_S06.wav,BoltAction22,.22,Rifle,iPhone
112,./BoltAction22_iPhone/IP_204B_S01.wav,BoltAction22,.22,Rifle,iPhone
113,./BoltAction22_iPhone/IP_204B_S02.wav,BoltAction22,.22,Rifle,iPhone
114,./BoltAction22_iPhone/IP_204B_S03.wav,BoltAction22,.22,Rifle,iPhone
115,./BoltAction22_iPhone/IP_204B_S04.wav,BoltAction22,.22,Rifle,iPhone
116,./BoltAction22_iPhone/IP_204B_S05.wav,BoltAction22,.22,Rifle,iPhone
117,./BoltAction22_iPhone/IP_204B_S06.wav,BoltAction22,.22,Rifle,iPhone
118,./BoltAction22_Samsung/SA_004A_S01.wav,BoltAction22,.22,Rifle,Samsung
119,./BoltAction22_Samsung/SA_004A_S02.wav,BoltAction22,.22,Rifle,Samsung
120,./BoltAction22_Samsung/SA_004A_S03.wav,BoltAction22,.22,Rifle,Samsung
121,./BoltAction22_Samsung/SA_004A_S04.wav,BoltAction22,.22,Rifle,Samsung
122,./BoltAction22_Samsung/SA_004A_S05.wav,BoltAction22,.22,Rifle,Samsung
123,./BoltAction22_Samsung/SA_004A_S06.wav,BoltAction22,.22,Rifle,Samsung
124,./BoltAction22_Samsung/SA_004B_S01.wav,BoltAction22,.22,Rifle,Samsung
125,./BoltAction22_Samsung/SA_004B_S02.wav,BoltAction22,.22,Rifle,Samsung
126,./BoltAction22_Samsung/SA_004B_S03.wav,BoltAction22,.22,Rifle,Samsung
127,./BoltAction22_Samsung/SA_004B_S04.wav,BoltAction22,.22,Rifle,Samsung
128,./BoltAction22_Samsung/SA_004B_S05.wav,BoltAction22,.22,Rifle,Samsung
129,./BoltAction22_Samsung/SA_004B_S06.wav,BoltAction22,.22,Rifle,Samsung
130,./BoltAction22_Samsung/SA_044A_S01.wav,BoltAction22,.22,Rifle,Samsung
131,./BoltAction22_Samsung/SA_044A_S02.wav,BoltAction22,.22,Rifle,Samsung
132,./BoltAction22_Samsung/SA_044A_S03.wav,BoltAction22,.22,Rifle,Samsung
133,./BoltAction22_Samsung/SA_044A_S04.wav,BoltAction22,.22,Rifle,Samsung
134,./BoltAction22_Samsung/SA_044A_S05.wav,BoltAction22,.22,Rifle,Samsung
135,./BoltAction22_Samsung/SA_044A_S06.wav,BoltAction22,.22,Rifle,Samsung
136,./BoltAction22_Samsung/SA_044B_S01.wav,BoltAction22,.22,Rifle,Samsung
137,./BoltAction22_Samsung/SA_044B_S02.wav,BoltAction22,.22,Rifle,Samsung
138,./BoltAction22_Samsung/SA_044B_S03.wav,BoltAction22,.22,Rifle,Samsung
139,./BoltAction22_Samsung/SA_044B_S04.wav,BoltAction22,.22,Rifle,Samsung
140,./BoltAction22_Samsung/SA_044B_S05.wav,BoltAction22,.22,Rifle,Samsung
141,./BoltAction22_Samsung/SA_044B_S06.wav,BoltAction22,.22,Rifle,Samsung
142,./BoltAction22_Samsung/SA_064A_S01.wav,BoltAction22,.22,Rifle,Samsung
143,./BoltAction22_Samsung/SA_064A_S02.wav,BoltAction22,.22,Rifle,Samsung
144,./BoltAction22_Samsung/SA_064A_S03.wav,BoltAction22,.22,Rifle,Samsung
145,./BoltAction22_Samsung/SA_064A_S04.wav,BoltAction22,.22,Rifle,Samsung
146,./BoltAction22_Samsung/SA_064A_S05.wav,BoltAction22,.22,Rifle,Samsung
147,./BoltAction22_Samsung/SA_064A_S06.wav,BoltAction22,.22,Rifle,Samsung
148,./BoltAction22_Samsung/SA_064B_S01.wav,BoltAction22,.22,Rifle,Samsung
149,./BoltAction22_Samsung/SA_064B_S02.wav,BoltAction22,.22,Rifle,Samsung
150,./BoltAction22_Samsung/SA_064B_S03.wav,BoltAction22,.22,Rifle,Samsung
151,./BoltAction22_Samsung/SA_064B_S04.wav,BoltAction22,.22,Rifle,Samsung
152,./BoltAction22_Samsung/SA_064B_S05.wav,BoltAction22,.22,Rifle,Samsung
153,./BoltAction22_Samsung/SA_064B_S06.wav,BoltAction22,.22,Rifle,Samsung
154,./BoltAction22_Samsung/SA_084A_S01.wav,BoltAction22,.22,Rifle,Samsung
155,./BoltAction22_Samsung/SA_084A_S02.wav,BoltAction22,.22,Rifle,Samsung
156,./BoltAction22_Samsung/SA_084A_S03.wav,BoltAction22,.22,Rifle,Samsung
157,./BoltAction22_Samsung/SA_084A_S04.wav,BoltAction22,.22,Rifle,Samsung
158,./BoltAction22_Samsung/SA_084A_S05.wav,BoltAction22,.22,Rifle,Samsung
159,./BoltAction22_Samsung/SA_084A_S06.wav,BoltAction22,.22,Rifle,Samsung
160,./BoltAction22_Samsung/SA_084B_S01.wav,BoltAction22,.22,Rifle,Samsung
161,./BoltAction22_Samsung/SA_084B_S02.wav,BoltAction22,.22,Rifle,Samsung
162,./BoltAction22_Samsung/SA_084B_S03.wav,BoltAction22,.22,Rifle,Samsung
163,./BoltAction22_Samsung/SA_084B_S04.wav,BoltAction22,.22,Rifle,Samsung
164,./BoltAction22_Samsung/SA_084B_S05.wav,BoltAction22,.22,Rifle,Samsung
165,./BoltAction22_Samsung/SA_084B_S06.wav,BoltAction22,.22,Rifle,Samsung
166,./BoltAction22_Samsung/SA_104A_S01.wav,BoltAction22,.22,Rifle,Samsung
167,./BoltAction22_Samsung/SA_104A_S02.wav,BoltAction22,.22,Rifle,Samsung
168,./BoltAction22_Samsung/SA_104A_S03.wav,BoltAction22,.22,Rifle,Samsung
169,./BoltAction22_Samsung/SA_104A_S04.wav,BoltAction22,.22,Rifle,Samsung
170,./BoltAction22_Samsung/SA_104A_S05.wav,BoltAction22,.22,Rifle,Samsung
171,./BoltAction22_Samsung/SA_104A_S06.wav,BoltAction22,.22,Rifle,Samsung
172,./BoltAction22_Samsung/SA_104B_S01.wav,BoltAction22,.22,Rifle,Samsung
173,./BoltAction22_Samsung/SA_104B_S02.wav,BoltAction22,.22,Rifle,Samsung
174,./BoltAction22_Samsung/SA_104B_S03.wav,BoltAction22,.22,Rifle,Samsung
175,./BoltAction22_Samsung/SA_104B_S04.wav,BoltAction22,.22,Rifle,Samsung
176,./BoltAction22_Samsung/SA_104B_S05.wav,BoltAction22,.22,Rifle,Samsung
177,./BoltAction22_Samsung/SA_104B_S06.wav,BoltAction22,.22,Rifle,Samsung
178,./BoltAction22_Samsung/SA_124A_S01.wav,BoltAction22,.22,Rifle,Samsung
179,./BoltAction22_Samsung/SA_124A_S02.wav,BoltAction22,.22,Rifle,Samsung
180,./BoltAction22_Samsung/SA_124A_S03.wav,BoltAction22,.22,Rifle,Samsung
181,./BoltAction22_Samsung/SA_124A_S04.wav,BoltAction22,.22,Rifle,Samsung
182,./BoltAction22_Samsung/SA_124A_S06.wav,BoltAction22,.22,Rifle,Samsung
183,./BoltAction22_Samsung/SA_124B_S01.wav,BoltAction22,.22,Rifle,Samsung
184,./BoltAction22_Samsung/SA_124B_S02.wav,BoltAction22,.22,Rifle,Samsung
185,./BoltAction22_Samsung/SA_124B_S03.wav,BoltAction22,.22,Rifle,Samsung
186,./BoltAction22_Samsung/SA_124B_S04.wav,BoltAction22,.22,Rifle,Samsung
187,./BoltAction22_Samsung/SA_124B_S05.wav,BoltAction22,.22,Rifle,Samsung
188,./BoltAction22_Samsung/SA_124B_S06.wav,BoltAction22,.22,Rifle,Samsung
189,./BoltAction22_Samsung/SA_144A_S01.wav,BoltAction22,.22,Rifle,Samsung
190,./BoltAction22_Samsung/SA_144A_S02.wav,BoltAction22,.22,Rifle,Samsung
191,./BoltAction22_Samsung/SA_144A_S03.wav,BoltAction22,.22,Rifle,Samsung
192,./BoltAction22_Samsung/SA_144A_S04.wav,BoltAction22,.22,Rifle,Samsung
193,./BoltAction22_Samsung/SA_144A_S05.wav,BoltAction22,.22,Rifle,Samsung
194,./BoltAction22_Samsung/SA_144A_S06.wav,BoltAction22,.22,Rifle,Samsung
195,./BoltAction22_Samsung/SA_144B_S01.wav,BoltAction22,.22,Rifle,Samsung
196,./BoltAction22_Samsung/SA_144B_S02.wav,BoltAction22,.22,Rifle,Samsung
197,./BoltAction22_Samsung/SA_144B_S03.wav,BoltAction22,.22,Rifle,Samsung
198,./BoltAction22_Samsung/SA_144B_S04.wav,BoltAction22,.22,Rifle,Samsung
199,./BoltAction22_Samsung/SA_144B_S05.wav,BoltAction22,.22,Rifle,Samsung
200,./BoltAction22_Samsung/SA_144B_S06.wav,BoltAction22,.22,Rifle,Samsung
201,./BoltAction22_Samsung/SA_164A_S01.wav,BoltAction22,.22,Rifle,Samsung
202,./BoltAction22_Samsung/SA_164A_S02.wav,BoltAction22,.22,Rifle,Samsung
203,./BoltAction22_Samsung/SA_164A_S03.wav,BoltAction22,.22,Rifle,Samsung
204,./BoltAction22_Samsung/SA_164A_S04.wav,BoltAction22,.22,Rifle,Samsung
205,./BoltAction22_Samsung/SA_164A_S05.wav,BoltAction22,.22,Rifle,Samsung
206,./BoltAction22_Samsung/SA_164A_S06.wav,BoltAction22,.22,Rifle,Samsung
207,./BoltAction22_Samsung/SA_184C_S05.wav,BoltAction22,.22,Rifle,Samsung
208,./BoltAction22_Samsung/SA_184C_S06.wav,BoltAction22,.22,Rifle,Samsung
209,./BoltAction22_Samsung/SA_184D_S01.wav,BoltAction22,.22,Rifle,Samsung
210,./BoltAction22_Samsung/SA_184D_S02.wav,BoltAction22,.22,Rifle,Samsung
211,./BoltAction22_Samsung/SA_184D_S03.wav,BoltAction22,.22,Rifle,Samsung
212,./BoltAction22_Samsung/SA_184D_S04.wav,BoltAction22,.22,Rifle,Samsung
213,./BoltAction22_Samsung/SA_184D_S05.wav,BoltAction22,.22,Rifle,Samsung
214,./BoltAction22_Samsung/SA_184D_S06.wav,BoltAction22,.22,Rifle,Samsung
215,./BoltAction22_Samsung/SA_204A_S01.wav,BoltAction22,.22,Rifle,Samsung
216,./BoltAction22_Samsung/SA_204A_S02.wav,BoltAction22,.22,Rifle,Samsung
217,./BoltAction22_Samsung/SA_204A_S03.wav,BoltAction22,.22,Rifle,Samsung
218,./BoltAction22_Samsung/SA_204A_S05.wav,BoltAction22,.22,Rifle,Samsung
219,./BoltAction22_Samsung/SA_204A_S06.wav,BoltAction22,.22,Rifle,Samsung
220,./BoltAction22_Samsung/SA_204B_S01.wav,BoltAction22,.22,Rifle,Samsung
221,./BoltAction22_Samsung/SA_204B_S02.wav,BoltAction22,.22,Rifle,Samsung
222,./BoltAction22_Samsung/SA_204B_S03.wav,BoltAction22,.22,Rifle,Samsung
223,./BoltAction22_Samsung/SA_204B_S04.wav,BoltAction22,.22,Rifle,Samsung
224,./BoltAction22_Samsung/SA_204B_S05.wav,BoltAction22,.22,Rifle,Samsung
225,./BoltAction22_Samsung/SA_204B_S06.wav,BoltAction22,.22,Rifle,Samsung
226,./Colt1911_iPhone/IP_015A_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
227,./Colt1911_iPhone/IP_015A_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
228,./Colt1911_iPhone/IP_015A_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
229,./Colt1911_iPhone/IP_015A_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
230,./Colt1911_iPhone/IP_015A_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
231,./Colt1911_iPhone/IP_015A_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
232,./Colt1911_iPhone/IP_015B_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
233,./Colt1911_iPhone/IP_015B_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
234,./Colt1911_iPhone/IP_015B_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
235,./Colt1911_iPhone/IP_015B_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
236,./Colt1911_iPhone/IP_015B_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
237,./Colt1911_iPhone/IP_015B_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
238,./Colt1911_iPhone/IP_055A_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
239,./Colt1911_iPhone/IP_055A_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
240,./Colt1911_iPhone/IP_055A_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
241,./Colt1911_iPhone/IP_055A_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
242,./Colt1911_iPhone/IP_055A_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
243,./Colt1911_iPhone/IP_055A_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
244,./Colt1911_iPhone/IP_055B_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
245,./Colt1911_iPhone/IP_055B_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
246,./Colt1911_iPhone/IP_055B_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
247,./Colt1911_iPhone/IP_055B_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
248,./Colt1911_iPhone/IP_055B_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
249,./Colt1911_iPhone/IP_055B_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
250,./Colt1911_iPhone/IP_075A_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
251,./Colt1911_iPhone/IP_075A_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
252,./Colt1911_iPhone/IP_075A_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
253,./Colt1911_iPhone/IP_075A_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
254,./Colt1911_iPhone/IP_075A_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
255,./Colt1911_iPhone/IP_075A_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
256,./Colt1911_iPhone/IP_075B_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
257,./Colt1911_iPhone/IP_075B_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
258,./Colt1911_iPhone/IP_075B_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
259,./Colt1911_iPhone/IP_075B_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
260,./Colt1911_iPhone/IP_075B_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
261,./Colt1911_iPhone/IP_075B_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
262,./Colt1911_iPhone/IP_095A_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
263,./Colt1911_iPhone/IP_095A_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
264,./Colt1911_iPhone/IP_095A_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
265,./Colt1911_iPhone/IP_095A_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
266,./Colt1911_iPhone/IP_095A_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
267,./Colt1911_iPhone/IP_095A_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
268,./Colt1911_iPhone/IP_095B_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
269,./Colt1911_iPhone/IP_095B_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
270,./Colt1911_iPhone/IP_095B_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
271,./Colt1911_iPhone/IP_095B_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
272,./Colt1911_iPhone/IP_095B_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
273,./Colt1911_iPhone/IP_095B_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
274,./Colt1911_iPhone/IP_115A_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
275,./Colt1911_iPhone/IP_115A_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
276,./Colt1911_iPhone/IP_115A_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
277,./Colt1911_iPhone/IP_115A_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
278,./Colt1911_iPhone/IP_115A_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
279,./Colt1911_iPhone/IP_115A_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
280,./Colt1911_iPhone/IP_115B_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
281,./Colt1911_iPhone/IP_115B_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
282,./Colt1911_iPhone/IP_115B_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
283,./Colt1911_iPhone/IP_115B_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
284,./Colt1911_iPhone/IP_115B_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
285,./Colt1911_iPhone/IP_115B_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
286,./Colt1911_iPhone/IP_135A_S01.wav,Colt1911,.45,"Auto, Pistol",iPhone
287,./Colt1911_iPhone/IP_135A_S02.wav,Colt1911,.45,"Auto, Pistol",iPhone
288,./Colt1911_iPhone/IP_135A_S03.wav,Colt1911,.45,"Auto, Pistol",iPhone
289,./Colt1911_iPhone/IP_135A_S04.wav,Colt1911,.45,"Auto, Pistol",iPhone
290,./Colt1911_iPhone/IP_135A_S05.wav,Colt1911,.45,"Auto, Pistol",iPhone
291,./Colt1911_iPhone/IP_135A_S06.wav,Colt1911,.45,"Auto, Pistol",iPhone
